               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 321,            0.020613,             0.00627,           0.0026757,             0.97315,                   1,             0.98977,             0.90051,           0.0086188,           0.0035188,           0.0021119,            0.003664,            0.003664,            0.003664
                 322,            0.018857,           0.0077165,           0.0030171,             0.97339,                   1,             0.98864,             0.83626,            0.010382,           0.0036305,           0.0020836,           0.0036442,           0.0036442,           0.0036442
                 323,            0.020122,           0.0075388,           0.0044197,              0.9735,                   1,             0.98318,             0.87995,           0.0089079,           0.0035017,           0.0020847,           0.0036244,           0.0036244,           0.0036244
                 324,            0.021293,           0.0071157,           0.0034727,              0.9735,                   1,             0.98318,             0.87995,           0.0089079,           0.0035017,           0.0020847,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014764,           0.0066501,           0.0023741,             0.97354,                   1,             0.98205,             0.88208,           0.0086637,           0.0034754,           0.0020687,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015729,           0.0059383,           0.0025871,             0.97358,                   1,             0.98114,             0.82124,           0.0098947,            0.003619,           0.0020571,            0.003565,            0.003565,            0.003565
                 327,            0.018929,            0.007701,           0.0024027,             0.97375,                   1,             0.98114,             0.84681,            0.010633,            0.003623,           0.0020568,           0.0035452,           0.0035452,           0.0035452
                 328,            0.020421,           0.0086376,           0.0041406,             0.97375,                   1,             0.98114,             0.84681,            0.010633,            0.003623,           0.0020568,           0.0035254,           0.0035254,           0.0035254
                 329,            0.016418,           0.0063018,           0.0026548,             0.97382,                   1,                0.98,              0.8896,           0.0093687,           0.0035464,           0.0020455,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020666,           0.0067349,           0.0024389,             0.97362,                   1,                0.98,             0.75198,            0.011553,           0.0037034,           0.0020421,           0.0034858,           0.0034858,           0.0034858
                 331,            0.022333,           0.0069744,           0.0024842,             0.97356,                   1,             0.97682,             0.88058,           0.0090107,           0.0035453,           0.0020459,            0.003466,            0.003466,            0.003466
                 332,             0.01612,           0.0068085,           0.0028381,             0.97356,                   1,             0.97682,             0.88058,           0.0090107,           0.0035453,           0.0020459,           0.0034462,           0.0034462,           0.0034462
                 333,            0.015059,           0.0071975,           0.0031204,             0.97363,                   1,             0.97568,             0.87759,           0.0086445,           0.0035395,           0.0020465,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018011,           0.0081042,            0.002586,             0.97343,                   1,             0.97773,             0.79824,           0.0094175,           0.0036353,           0.0020409,           0.0034066,           0.0034066,           0.0034066
                 335,            0.019083,            0.007502,           0.0029396,             0.97318,                   1,             0.98114,             0.89506,            0.010261,           0.0036232,           0.0020034,           0.0033868,           0.0033868,           0.0033868
                 336,            0.019549,           0.0065261,           0.0027448,             0.97318,                   1,             0.98114,             0.89506,            0.010261,           0.0036232,           0.0020034,            0.003367,            0.003367,            0.003367
                 337,            0.019124,           0.0077302,           0.0026897,               0.973,                   1,             0.98205,             0.89797,           0.0078525,           0.0034694,           0.0020169,           0.0033472,           0.0033472,           0.0033472
                 338,            0.016263,           0.0067925,           0.0026012,             0.97298,                   1,             0.98205,             0.83169,           0.0092125,           0.0036106,           0.0020174,           0.0033274,           0.0033274,           0.0033274
                 339,            0.019128,           0.0075907,           0.0026642,             0.97287,                   1,             0.98205,             0.82677,           0.0098742,            0.003563,           0.0019982,           0.0033076,           0.0033076,           0.0033076
                 340,            0.022881,           0.0057055,           0.0024853,             0.97287,                   1,             0.98205,             0.82677,           0.0098742,            0.003563,           0.0019982,           0.0032878,           0.0032878,           0.0032878
                 341,             0.01981,            0.007903,           0.0061113,             0.97273,                   1,             0.98205,             0.85258,           0.0085536,           0.0034523,           0.0020233,            0.003268,            0.003268,            0.003268
                 342,            0.018299,           0.0078358,            0.002993,             0.97263,                   1,             0.97886,             0.78566,           0.0095561,           0.0036348,           0.0020397,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021888,           0.0063925,           0.0040325,             0.97275,                   1,             0.98205,             0.82862,           0.0097153,           0.0036125,           0.0020033,           0.0032284,           0.0032284,           0.0032284
                 344,            0.018342,           0.0062113,           0.0024823,             0.97275,                   1,             0.98205,             0.82862,           0.0097153,           0.0036125,           0.0020033,           0.0032086,           0.0032086,           0.0032086
                 345,            0.019813,           0.0079486,           0.0026397,             0.97273,                   1,             0.99182,             0.85236,           0.0086884,           0.0035893,           0.0020171,           0.0031888,           0.0031888,           0.0031888
                 346,            0.019798,            0.006986,           0.0025624,             0.97306,                   1,             0.99409,             0.83103,           0.0091958,           0.0036073,           0.0019887,            0.003169,            0.003169,            0.003169
                 347,            0.020366,           0.0082425,           0.0023308,             0.97265,                   1,             0.99409,             0.89113,            0.008016,           0.0034916,           0.0020164,           0.0031492,           0.0031492,           0.0031492
                 348,             0.01791,           0.0071413,           0.0022507,             0.97265,                   1,             0.99409,             0.89113,            0.008016,           0.0034916,           0.0020164,           0.0031294,           0.0031294,           0.0031294
                 349,            0.020139,           0.0074901,           0.0024267,             0.97247,                   1,             0.99409,             0.87709,           0.0078925,           0.0034751,           0.0020156,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016745,            0.007127,           0.0039056,              0.9722,                   1,             0.99409,             0.88118,           0.0070297,           0.0034031,           0.0019775,           0.0030898,           0.0030898,           0.0030898
                 351,            0.016242,           0.0078686,           0.0023979,             0.97233,                   1,             0.99409,             0.82933,           0.0099643,           0.0036324,           0.0019728,             0.00307,             0.00307,             0.00307
                 352,            0.016804,           0.0070167,            0.002383,             0.97233,                   1,             0.99409,             0.82933,           0.0099643,           0.0036324,           0.0019728,           0.0030502,           0.0030502,           0.0030502
                 353,            0.017862,           0.0071436,           0.0024495,             0.97251,                   1,             0.99409,             0.85585,           0.0095242,           0.0036162,           0.0019633,           0.0030304,           0.0030304,           0.0030304
                 354,            0.015068,           0.0082815,            0.002248,             0.97267,                   1,             0.99409,             0.89019,            0.007819,           0.0035354,           0.0019411,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020889,            0.006765,           0.0022712,             0.97289,                   1,             0.99409,             0.85094,           0.0094355,           0.0036798,           0.0019523,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017261,           0.0062824,           0.0021568,             0.97289,                   1,             0.99409,             0.85094,           0.0094355,           0.0036798,           0.0019523,            0.002971,            0.002971,            0.002971
                 357,            0.017194,           0.0072254,           0.0024306,             0.97297,                   1,             0.99409,             0.90977,           0.0077217,           0.0035368,           0.0019317,           0.0029512,           0.0029512,           0.0029512
                 358,            0.014741,           0.0067638,           0.0022321,             0.97296,                   1,             0.99409,             0.87638,           0.0090918,           0.0036109,           0.0019096,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016138,           0.0064573,           0.0021606,             0.97365,                   1,               0.995,             0.91636,           0.0077361,             0.00345,           0.0018816,           0.0029116,           0.0029116,           0.0029116
                 360,            0.019148,           0.0079217,           0.0022878,             0.97365,                   1,               0.995,             0.91636,           0.0077361,             0.00345,           0.0018816,           0.0028918,           0.0028918,           0.0028918
                 361,            0.018129,           0.0061238,           0.0022675,             0.97302,                   1,             0.99409,             0.92163,           0.0077201,           0.0034762,           0.0018664,            0.002872,            0.002872,            0.002872
                 362,            0.019009,           0.0077497,           0.0028327,             0.97325,                   1,             0.99409,             0.87139,           0.0087103,           0.0035052,           0.0018422,           0.0028522,           0.0028522,           0.0028522
                 363,            0.018221,           0.0066576,           0.0021185,             0.97337,                   1,             0.99409,              0.8686,           0.0081597,           0.0034422,           0.0018101,           0.0028324,           0.0028324,           0.0028324
                 364,            0.017284,           0.0077424,           0.0033175,             0.97337,                   1,             0.99409,              0.8686,           0.0081597,           0.0034422,           0.0018101,           0.0028126,           0.0028126,           0.0028126
                 365,            0.015869,           0.0060259,           0.0021523,             0.97363,                   1,             0.99409,              0.8759,           0.0080957,           0.0034432,           0.0017972,           0.0027928,           0.0027928,           0.0027928
                 366,             0.01549,           0.0061886,           0.0026513,             0.97367,                   1,             0.99409,              0.8827,           0.0079493,           0.0034496,           0.0017721,            0.002773,            0.002773,            0.002773
                 367,            0.016866,           0.0057539,           0.0021641,              0.9739,                   1,             0.99409,             0.88909,           0.0080273,           0.0035026,           0.0017644,           0.0027532,           0.0027532,           0.0027532
                 368,            0.016658,           0.0070242,           0.0027992,              0.9739,                   1,             0.99409,             0.88909,           0.0080273,           0.0035026,           0.0017644,           0.0027334,           0.0027334,           0.0027334
                 369,             0.01553,           0.0058531,           0.0027576,             0.97475,                   1,               0.995,             0.89838,           0.0078641,           0.0034257,           0.0017463,           0.0027136,           0.0027136,           0.0027136
                 370,            0.014984,           0.0065487,           0.0077587,             0.97362,                   1,             0.99409,             0.84365,            0.009822,           0.0035647,           0.0017369,           0.0026938,           0.0026938,           0.0026938
                 371,            0.017487,           0.0075858,           0.0020488,              0.9736,                   1,             0.99409,             0.91996,           0.0084714,           0.0034672,           0.0017265,            0.002674,            0.002674,            0.002674
                 372,            0.018209,           0.0071403,           0.0023727,              0.9736,                   1,             0.99409,             0.91996,           0.0084714,           0.0034672,           0.0017265,           0.0026542,           0.0026542,           0.0026542
                 373,            0.016141,           0.0066299,            0.002297,             0.97344,                   1,             0.99409,             0.92681,           0.0074359,           0.0033408,           0.0017283,           0.0026344,           0.0026344,           0.0026344
                 374,             0.01523,            0.006657,              0.0022,             0.97316,                   1,             0.99409,             0.88809,           0.0086496,           0.0034484,           0.0017291,           0.0026146,           0.0026146,           0.0026146
                 375,            0.016012,           0.0084746,           0.0021737,             0.97316,                   1,             0.99409,             0.84668,           0.0079664,           0.0034065,           0.0017213,           0.0025948,           0.0025948,           0.0025948
                 376,            0.017293,           0.0073251,           0.0022443,             0.97316,                   1,             0.99409,             0.84668,           0.0079664,           0.0034065,           0.0017213,            0.002575,            0.002575,            0.002575
                 377,            0.015816,           0.0058578,           0.0020306,             0.97317,                   1,             0.99409,              0.8819,           0.0074299,           0.0033502,           0.0017245,           0.0025552,           0.0025552,           0.0025552
                 378,            0.016592,           0.0063885,           0.0021056,             0.97307,                   1,             0.99409,             0.89078,           0.0092344,           0.0035114,           0.0017231,           0.0025354,           0.0025354,           0.0025354
                 379,             0.01754,           0.0077492,           0.0023051,             0.97299,                   1,             0.99409,             0.90265,           0.0062273,           0.0032215,           0.0017125,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014607,           0.0070464,           0.0020478,             0.97299,                   1,             0.99409,             0.90265,           0.0062273,           0.0032215,           0.0017125,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014758,           0.0064322,           0.0021169,             0.97313,                   1,             0.99409,             0.91583,           0.0067194,           0.0032754,           0.0017055,            0.002476,            0.002476,            0.002476
                 382,            0.014796,           0.0079745,           0.0022766,             0.97505,                   1,               0.995,             0.91742,           0.0070355,           0.0033482,           0.0016865,           0.0024562,           0.0024562,           0.0024562
                 383,            0.016106,           0.0066744,           0.0023342,             0.97351,                   1,             0.99409,             0.86292,           0.0091251,           0.0035317,           0.0016757,           0.0024364,           0.0024364,           0.0024364
                 384,            0.018709,           0.0068555,           0.0022982,             0.97351,                   1,             0.99409,             0.86292,           0.0091251,           0.0035317,           0.0016757,           0.0024166,           0.0024166,           0.0024166
                 385,            0.014922,           0.0065671,           0.0020337,             0.97345,                   1,             0.99409,             0.89006,           0.0079136,           0.0033878,             0.00166,           0.0023968,           0.0023968,           0.0023968
                 386,            0.016195,           0.0067591,           0.0024558,             0.97353,                   1,             0.99409,             0.87587,           0.0083029,           0.0034284,           0.0016407,            0.002377,            0.002377,            0.002377
                 387,            0.017186,           0.0075862,           0.0023223,             0.97348,                   1,             0.99409,             0.86109,           0.0069716,           0.0033544,            0.001643,           0.0023572,           0.0023572,           0.0023572
                 388,            0.017671,           0.0077284,           0.0022125,             0.97348,                   1,             0.99409,             0.86109,           0.0069716,           0.0033544,            0.001643,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014556,           0.0071611,            0.002019,             0.97341,                   1,             0.99409,               0.879,           0.0064492,           0.0032908,           0.0016345,           0.0023176,           0.0023176,           0.0023176
                 390,            0.014002,           0.0062528,           0.0019217,             0.97341,                   1,             0.99409,              0.9148,           0.0077096,            0.003358,           0.0016249,           0.0022978,           0.0022978,           0.0022978
                 391,            0.014349,           0.0072867,           0.0025325,              0.9745,                   1,               0.995,             0.89853,           0.0094706,           0.0034948,           0.0016107,            0.002278,            0.002278,            0.002278
                 392,            0.017302,           0.0055149,           0.0021011,              0.9745,                   1,               0.995,             0.89853,           0.0094706,           0.0034948,           0.0016107,           0.0022582,           0.0022582,           0.0022582
                 393,            0.014867,           0.0072644,           0.0019658,             0.97467,                   1,               0.995,             0.92488,           0.0086231,            0.003438,            0.001606,           0.0022384,           0.0022384,           0.0022384
                 394,            0.013905,           0.0071858,           0.0022238,              0.9745,                   1,               0.995,             0.90439,           0.0075719,           0.0034108,           0.0016061,           0.0022186,           0.0022186,           0.0022186
                 395,            0.016205,           0.0060635,           0.0085927,             0.97401,                   1,               0.995,              0.9145,           0.0065252,           0.0033426,           0.0016052,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015825,           0.0058487,            0.002069,             0.97401,                   1,               0.995,              0.9145,           0.0065252,           0.0033426,           0.0016052,            0.002179,            0.002179,            0.002179
                 397,            0.014087,           0.0069364,           0.0020374,             0.97396,                   1,               0.995,              0.9101,           0.0065699,           0.0033427,           0.0016005,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013691,           0.0054949,           0.0018795,             0.97409,                   1,               0.995,             0.88893,           0.0068687,           0.0033598,           0.0015883,           0.0021394,           0.0021394,           0.0021394
                 399,            0.014547,           0.0061171,           0.0018061,             0.97407,                   1,               0.995,             0.88654,            0.008412,           0.0034897,           0.0015848,           0.0021196,           0.0021196,           0.0021196
                 400,            0.018664,           0.0078875,           0.0043938,             0.97407,                   1,               0.995,             0.88654,            0.008412,           0.0034897,           0.0015848,           0.0020998,           0.0020998,           0.0020998
                 401,            0.017089,           0.0069576,           0.0027173,               0.974,                   1,               0.995,             0.90483,           0.0079542,           0.0034644,            0.001578,             0.00208,             0.00208,             0.00208
                 402,            0.015082,           0.0076469,            0.001923,             0.97288,                   1,             0.99409,             0.87947,           0.0075464,           0.0034107,           0.0015727,           0.0020602,           0.0020602,           0.0020602
                 403,            0.016023,           0.0063969,           0.0019652,             0.97278,                   1,             0.99409,             0.92025,           0.0058059,           0.0032489,           0.0015775,           0.0020404,           0.0020404,           0.0020404
                 404,            0.014135,           0.0053865,            0.001867,             0.97278,                   1,             0.99409,             0.92025,           0.0058059,           0.0032489,           0.0015775,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014332,           0.0065779,           0.0019809,             0.97269,                   1,             0.99409,             0.90532,           0.0061764,           0.0032735,           0.0015754,           0.0020008,           0.0020008,           0.0020008
                 406,            0.013867,           0.0065928,           0.0018526,             0.97261,                   1,             0.99409,             0.92288,           0.0063176,           0.0032788,            0.001571,            0.001981,            0.001981,            0.001981
                 407,             0.01413,           0.0058878,           0.0018635,             0.97262,                   1,             0.99295,             0.88636,             0.00643,           0.0032479,           0.0015616,           0.0019612,           0.0019612,           0.0019612
                 408,            0.012846,           0.0065091,           0.0019112,             0.97262,                   1,             0.99295,             0.88636,             0.00643,           0.0032479,           0.0015616,           0.0019414,           0.0019414,           0.0019414
                 409,            0.017109,           0.0062637,            0.002797,             0.97265,                   1,             0.99295,              0.8986,           0.0064556,           0.0032507,            0.001558,           0.0019216,           0.0019216,           0.0019216
                 410,            0.016704,           0.0061844,            0.003249,             0.97266,                   1,             0.99295,             0.89898,           0.0066239,            0.003289,           0.0015499,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015083,           0.0066099,           0.0017735,             0.97257,                   1,             0.99295,             0.90934,           0.0066274,           0.0032664,           0.0015406,            0.001882,            0.001882,            0.001882
                 412,            0.016118,           0.0074578,           0.0018468,             0.97257,                   1,             0.99295,             0.90934,           0.0066274,           0.0032664,           0.0015406,           0.0018622,           0.0018622,           0.0018622
                 413,            0.013905,           0.0059565,           0.0018474,             0.97262,                   1,             0.99182,             0.91284,           0.0060182,           0.0032306,            0.001527,           0.0018424,           0.0018424,           0.0018424
                 414,            0.015479,           0.0063065,           0.0019008,             0.97248,                   1,             0.99182,             0.89849,           0.0074785,           0.0033664,           0.0015173,           0.0018226,           0.0018226,           0.0018226
                 415,            0.015327,           0.0064554,           0.0017908,             0.97253,                   1,             0.99295,             0.90574,           0.0071382,           0.0033889,           0.0015139,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014806,           0.0079461,           0.0018745,             0.97253,                   1,             0.99295,             0.90574,           0.0071382,           0.0033889,           0.0015139,            0.001783,            0.001783,            0.001783
                 417,            0.014067,           0.0054702,           0.0017338,             0.97244,                   1,             0.99295,             0.91189,           0.0061366,           0.0032718,           0.0015074,           0.0017632,           0.0017632,           0.0017632
                 418,            0.013408,           0.0065293,           0.0019381,             0.97238,                   1,             0.99182,             0.86771,           0.0068494,           0.0033394,           0.0015011,           0.0017434,           0.0017434,           0.0017434
                 419,            0.014764,           0.0076458,           0.0018303,             0.97244,                   1,             0.99182,             0.92199,           0.0062599,           0.0032452,           0.0014907,           0.0017236,           0.0017236,           0.0017236
                 420,            0.016511,           0.0065102,           0.0019535,             0.97244,                   1,             0.99182,             0.92199,           0.0062599,           0.0032452,           0.0014907,           0.0017038,           0.0017038,           0.0017038
                 421,            0.014606,           0.0063306,           0.0017767,             0.97243,                   1,             0.99182,             0.91711,           0.0061318,           0.0032271,           0.0014857,            0.001684,            0.001684,            0.001684
                 422,            0.013157,           0.0066497,           0.0017995,             0.97248,                   1,             0.99182,             0.91196,            0.006273,           0.0032544,           0.0014798,           0.0016642,           0.0016642,           0.0016642
                 423,            0.011528,           0.0059044,           0.0017794,             0.97252,                   1,             0.99182,             0.91242,           0.0066181,           0.0032761,           0.0014744,           0.0016444,           0.0016444,           0.0016444
                 424,            0.014081,           0.0085746,           0.0020822,             0.97252,                   1,             0.99182,             0.91242,           0.0066181,           0.0032761,           0.0014744,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012191,           0.0050838,           0.0016982,             0.97247,                   1,             0.99182,             0.87703,           0.0071356,           0.0033053,           0.0014672,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015369,           0.0064506,           0.0019659,             0.97251,                   1,             0.99182,             0.91151,           0.0064842,           0.0032399,           0.0014623,            0.001585,            0.001585,            0.001585
                 427,            0.013668,           0.0067836,           0.0020927,             0.97245,                   1,             0.98977,             0.88251,           0.0065955,           0.0032494,           0.0014517,           0.0015652,           0.0015652,           0.0015652
                 428,            0.013852,           0.0065587,           0.0044707,             0.97245,                   1,             0.98977,             0.88251,           0.0065955,           0.0032494,           0.0014517,           0.0015454,           0.0015454,           0.0015454
                 429,            0.012759,           0.0069366,           0.0063125,             0.97239,                   1,             0.98864,             0.88793,           0.0064714,           0.0032282,           0.0014502,           0.0015256,           0.0015256,           0.0015256
                 430,            0.012814,           0.0060144,           0.0017751,             0.97253,                   1,              0.9875,             0.88866,            0.006892,           0.0032782,           0.0014432,           0.0015058,           0.0015058,           0.0015058
                 431,            0.013127,            0.005542,           0.0017045,             0.97249,                   1,             0.98864,             0.90787,           0.0068491,           0.0032507,           0.0014343,            0.001486,            0.001486,            0.001486
                 432,             0.01786,           0.0069299,           0.0031281,             0.97249,                   1,             0.98864,             0.90787,           0.0068491,           0.0032507,           0.0014343,           0.0014662,           0.0014662,           0.0014662
                 433,            0.015076,           0.0069312,            0.002012,              0.9726,                   1,             0.98864,             0.91344,           0.0062487,            0.003168,           0.0014283,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011815,           0.0054013,           0.0016875,              0.9727,                   1,             0.98977,             0.89416,           0.0072324,           0.0032443,           0.0014188,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013809,           0.0057279,           0.0016518,              0.9728,                   1,             0.99068,             0.90292,           0.0058833,           0.0031009,           0.0014235,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012794,           0.0077511,           0.0017885,              0.9728,                   1,             0.99068,             0.90292,           0.0058833,           0.0031009,           0.0014235,            0.001387,            0.001387,            0.001387
                 437,            0.012169,           0.0062333,           0.0017923,             0.97286,                   1,             0.99182,              0.9053,           0.0059472,           0.0030922,           0.0014221,           0.0013672,           0.0013672,           0.0013672
                 438,            0.014854,           0.0069701,           0.0017828,             0.97297,                   1,             0.99182,             0.90075,           0.0066606,           0.0031651,           0.0014138,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013711,           0.0068927,           0.0016788,               0.973,                   1,             0.99068,             0.90623,           0.0063267,           0.0031309,           0.0014098,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013005,           0.0066084,           0.0016248,               0.973,                   1,             0.99068,             0.90623,           0.0063267,           0.0031309,           0.0014098,           0.0013078,           0.0013078,           0.0013078
                 441,             0.01384,           0.0063856,           0.0019769,             0.97303,                   1,             0.99182,             0.93882,            0.006258,           0.0031193,           0.0014048,            0.001288,            0.001288,            0.001288
                 442,            0.012892,           0.0051176,           0.0015777,             0.97309,                   1,             0.99182,             0.92806,           0.0061137,           0.0031201,           0.0013962,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011722,           0.0054213,            0.001624,             0.97296,                   1,             0.99295,              0.9121,           0.0062939,           0.0030921,           0.0013957,           0.0012484,           0.0012484,           0.0012484
                 444,            0.012817,           0.0073345,           0.0020853,             0.97296,                   1,             0.99295,              0.9121,           0.0062939,           0.0030921,           0.0013957,           0.0012286,           0.0012286,           0.0012286
                 445,             0.01298,           0.0060713,           0.0019686,             0.97296,                   1,             0.99295,             0.91916,           0.0063858,            0.003086,           0.0013933,           0.0012088,           0.0012088,           0.0012088
                 446,            0.013154,           0.0050623,            0.001913,              0.9729,                   1,             0.99409,             0.90442,           0.0066833,           0.0031275,           0.0013844,            0.001189,            0.001189,            0.001189
                 447,            0.015143,           0.0066413,           0.0018882,              0.9729,                   1,             0.99409,             0.90721,           0.0058645,           0.0030795,           0.0013876,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012436,           0.0064137,           0.0022978,              0.9729,                   1,             0.99409,             0.90721,           0.0058645,           0.0030795,           0.0013876,           0.0011494,           0.0011494,           0.0011494
                 449,            0.014219,           0.0067236,           0.0021703,             0.97294,                   1,             0.99409,             0.91195,           0.0059374,           0.0030757,           0.0013833,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012018,           0.0061857,             0.00168,             0.97296,                   1,             0.99409,             0.92934,           0.0060637,           0.0030819,           0.0013809,           0.0011098,           0.0011098,           0.0011098
                 451,            0.013256,            0.005849,           0.0016071,             0.97296,                   1,             0.99409,             0.92327,           0.0058033,           0.0030833,           0.0013732,             0.00109,             0.00109,             0.00109
                 452,            0.012124,           0.0072174,           0.0018475,             0.97296,                   1,             0.99409,             0.92327,           0.0058033,           0.0030833,           0.0013732,           0.0010702,           0.0010702,           0.0010702
                 453,            0.011676,           0.0047802,           0.0017134,             0.97295,                   1,             0.99409,             0.91436,           0.0065171,           0.0031058,           0.0013671,           0.0010504,           0.0010504,           0.0010504
                 454,            0.014312,            0.006936,           0.0035862,             0.97299,                   1,             0.99409,             0.92403,            0.006477,           0.0030933,           0.0013659,           0.0010306,           0.0010306,           0.0010306
                 455,            0.012548,           0.0062634,           0.0015541,             0.97288,                   1,             0.99409,             0.91834,           0.0065816,           0.0030928,           0.0013599,           0.0010108,           0.0010108,           0.0010108
                 456,            0.012411,           0.0083599,           0.0024816,             0.97288,                   1,             0.99409,             0.91834,           0.0065816,           0.0030928,           0.0013599,            0.000991,            0.000991,            0.000991
                 457,            0.013716,           0.0065437,           0.0017589,             0.97293,                   1,             0.99409,             0.91449,           0.0066425,           0.0031156,           0.0013559,           0.0009712,           0.0009712,           0.0009712
                 458,             0.01283,           0.0054192,             0.00163,             0.97298,                   1,             0.99409,             0.90977,            0.006063,            0.003087,           0.0013509,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013234,           0.0074362,           0.0020722,             0.97306,                   1,             0.99409,             0.92687,            0.005933,           0.0030631,           0.0013491,           0.0009316,           0.0009316,           0.0009316
                 460,            0.015193,           0.0070424,           0.0016801,             0.97306,                   1,             0.99409,             0.92687,            0.005933,           0.0030631,           0.0013491,           0.0009118,           0.0009118,           0.0009118
                 461,            0.014288,           0.0082926,           0.0020013,             0.97343,                   1,               0.995,             0.92727,           0.0059998,           0.0030797,           0.0013411,            0.000892,            0.000892,            0.000892
                 462,            0.011692,           0.0063205,           0.0016657,             0.97348,                   1,               0.995,             0.92662,            0.006404,           0.0031109,            0.001331,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013118,           0.0070645,           0.0022301,             0.97353,                   1,               0.995,              0.9316,           0.0058184,           0.0030752,           0.0013259,           0.0008524,           0.0008524,           0.0008524
                 464,            0.014023,            0.006911,           0.0017146,             0.97353,                   1,               0.995,              0.9316,           0.0058184,           0.0030752,           0.0013259,           0.0008326,           0.0008326,           0.0008326
                 465,            0.013023,            0.004992,           0.0018049,             0.97367,                   1,               0.995,             0.92614,           0.0057554,           0.0030873,           0.0013201,           0.0008128,           0.0008128,           0.0008128
                 466,             0.01248,           0.0060358,           0.0018777,              0.9736,                   1,               0.995,             0.90736,           0.0060625,           0.0031214,           0.0013172,            0.000793,            0.000793,            0.000793
                 467,            0.013641,           0.0063864,           0.0015289,             0.97371,                   1,               0.995,              0.9257,           0.0056146,           0.0030985,           0.0013148,           0.0007732,           0.0007732,           0.0007732
                 468,            0.014925,             0.00576,           0.0017356,             0.97371,                   1,               0.995,              0.9257,           0.0056146,           0.0030985,           0.0013148,           0.0007534,           0.0007534,           0.0007534
                 469,            0.012805,            0.006312,           0.0015442,             0.97365,                   1,               0.995,             0.93376,            0.005756,           0.0031174,           0.0013171,           0.0007336,           0.0007336,           0.0007336
                 470,            0.013458,           0.0064516,           0.0017218,             0.97356,                   1,               0.995,             0.92522,           0.0063698,           0.0031414,           0.0013097,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011925,           0.0072876,           0.0015186,             0.97351,                   1,               0.995,             0.93856,           0.0058184,            0.003097,           0.0013096,            0.000694,            0.000694,            0.000694
                 472,            0.011451,            0.006357,           0.0018455,             0.97351,                   1,               0.995,             0.93856,           0.0058184,            0.003097,           0.0013096,           0.0006742,           0.0006742,           0.0006742
                 473,            0.014104,           0.0067804,           0.0018018,             0.97353,                   1,               0.995,             0.94505,           0.0056181,           0.0030818,           0.0013076,           0.0006544,           0.0006544,           0.0006544
                 474,            0.012383,           0.0053265,           0.0015199,             0.97359,                   1,               0.995,             0.92745,           0.0061036,           0.0031348,           0.0013056,           0.0006346,           0.0006346,           0.0006346
                 475,            0.012217,           0.0058525,           0.0015603,             0.97355,                   1,               0.995,             0.92016,           0.0059421,           0.0031331,           0.0013048,           0.0006148,           0.0006148,           0.0006148
                 476,            0.012612,           0.0075148,           0.0015768,             0.97355,                   1,               0.995,             0.92016,           0.0059421,           0.0031331,           0.0013048,            0.000595,            0.000595,            0.000595
                 477,            0.012497,            0.005187,           0.0015388,             0.97351,                   1,               0.995,             0.90427,           0.0060448,           0.0031572,           0.0013021,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011618,           0.0066917,           0.0016519,             0.97346,                   1,               0.995,             0.90607,           0.0060774,           0.0031377,            0.001297,           0.0005554,           0.0005554,           0.0005554
                 479,            0.011686,           0.0048122,           0.0015066,             0.97348,                   1,               0.995,             0.90929,           0.0060249,           0.0031317,           0.0012964,           0.0005356,           0.0005356,           0.0005356
                 480,            0.011961,           0.0057074,           0.0017741,             0.97348,                   1,               0.995,             0.90929,           0.0060249,           0.0031317,           0.0012964,           0.0005158,           0.0005158,           0.0005158
