               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.034423,           0.0092709,           0.0078561,             0.97204,                   1,               0.995,             0.56848,            0.021593,           0.0044724,           0.0029847,           0.0068518,           0.0068518,           0.0068518
                 161,             0.03141,            0.009428,           0.0070572,             0.96919,                   1,               0.995,             0.76835,            0.015957,            0.004318,           0.0029104,            0.006832,            0.006832,            0.006832
                 162,            0.028865,           0.0085746,           0.0062183,             0.88725,                   1,               0.995,             0.72769,            0.016414,           0.0044732,           0.0027681,           0.0068122,           0.0068122,           0.0068122
                 163,            0.032234,           0.0093787,           0.0066771,             0.86678,                   1,             0.99222,             0.62137,            0.020306,           0.0044977,           0.0027487,           0.0067924,           0.0067924,           0.0067924
                 164,             0.03147,           0.0082484,           0.0063652,             0.86678,                   1,             0.99222,             0.62137,            0.020306,           0.0044977,           0.0027487,           0.0067726,           0.0067726,           0.0067726
                 165,            0.029586,            0.010861,           0.0054999,             0.96676,                   1,             0.99182,             0.72451,            0.015676,           0.0043319,           0.0027555,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031618,            0.006526,            0.004494,             0.51475,                   1,             0.97332,             0.52465,            0.031158,           0.0049931,           0.0026853,            0.006733,            0.006733,            0.006733
                 167,            0.034972,            0.010087,           0.0071658,             0.97131,                   1,             0.98864,              0.6016,            0.020409,           0.0045862,           0.0027586,           0.0067132,           0.0067132,           0.0067132
                 168,            0.031287,            0.011003,           0.0051174,             0.97131,                   1,             0.98864,              0.6016,            0.020409,           0.0045862,           0.0027586,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026651,            0.006357,           0.0046766,              0.9731,                   1,              0.9875,             0.70097,            0.015131,           0.0043242,           0.0027816,           0.0066736,           0.0066736,           0.0066736
                 170,            0.028674,            0.010235,            0.004394,             0.96068,                   1,             0.98545,             0.56419,            0.024712,           0.0047023,           0.0027606,           0.0066538,           0.0066538,           0.0066538
                 171,            0.034005,            0.010972,           0.0052214,             0.96548,                   1,             0.98318,             0.74803,            0.013806,           0.0043572,           0.0028702,            0.006634,            0.006634,            0.006634
                 172,            0.028789,           0.0069832,           0.0046689,             0.96548,                   1,             0.98318,             0.74803,            0.013806,           0.0043572,           0.0028702,           0.0066142,           0.0066142,           0.0066142
                 173,            0.024301,           0.0096347,           0.0070112,              0.9732,                   1,             0.98545,             0.82182,            0.013328,           0.0042452,           0.0029468,           0.0065944,           0.0065944,           0.0065944
                 174,             0.02736,           0.0088581,           0.0046901,             0.95235,                   1,             0.98636,             0.80847,            0.017672,           0.0043109,           0.0029443,           0.0065746,           0.0065746,           0.0065746
                 175,            0.029063,           0.0086278,           0.0043682,             0.96654,                   1,             0.98977,             0.79612,            0.017749,            0.004675,            0.003032,           0.0065548,           0.0065548,           0.0065548
                 176,            0.030282,           0.0069924,           0.0042795,             0.96654,                   1,             0.98977,             0.79612,            0.017749,            0.004675,            0.003032,            0.006535,            0.006535,            0.006535
                 177,            0.028998,           0.0067316,           0.0048859,             0.97387,                   1,             0.98977,             0.75289,            0.016077,           0.0045273,            0.002971,           0.0065152,           0.0065152,           0.0065152
                 178,            0.028517,           0.0081033,           0.0052735,             0.87125,                   1,             0.98977,              0.6767,            0.016354,            0.004556,           0.0029984,           0.0064954,           0.0064954,           0.0064954
                 179,            0.034833,           0.0079628,           0.0041195,             0.97313,                   1,             0.98977,             0.66858,            0.016269,           0.0043022,           0.0030106,           0.0064756,           0.0064756,           0.0064756
                 180,            0.028194,           0.0075271,            0.003986,             0.97313,                   1,             0.98977,             0.66858,            0.016269,           0.0043022,           0.0030106,           0.0064558,           0.0064558,           0.0064558
                 181,            0.027684,           0.0093675,           0.0050444,             0.97286,                   1,             0.98977,             0.71587,            0.014697,           0.0042222,           0.0030647,            0.006436,            0.006436,            0.006436
                 182,            0.026197,           0.0082356,           0.0045125,             0.97312,                   1,             0.98205,              0.7732,             0.01394,             0.00426,           0.0030233,           0.0064162,           0.0064162,           0.0064162
                 183,             0.03014,           0.0092405,           0.0049255,             0.97229,                   1,             0.98318,             0.66364,            0.015671,           0.0043132,           0.0030969,           0.0063964,           0.0063964,           0.0063964
                 184,            0.027507,           0.0085139,            0.004269,             0.97229,                   1,             0.98318,             0.66364,            0.015671,           0.0043132,           0.0030969,           0.0063766,           0.0063766,           0.0063766
                 185,            0.025615,           0.0095251,           0.0037084,             0.97307,                   1,             0.98205,             0.71931,            0.014963,           0.0042197,           0.0030968,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025278,           0.0099084,           0.0042656,             0.97293,                   1,              0.9875,             0.83809,             0.01369,           0.0041606,           0.0030188,            0.006337,            0.006337,            0.006337
                 187,            0.026957,           0.0087808,           0.0051496,             0.93488,                   1,             0.99108,             0.67359,            0.018069,            0.004393,           0.0029843,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032548,           0.0087289,           0.0034155,             0.93488,                   1,             0.99108,             0.67359,            0.018069,            0.004393,           0.0029843,           0.0062974,           0.0062974,           0.0062974
                 189,            0.028449,           0.0077721,           0.0040877,             0.97348,                   1,               0.995,             0.78946,            0.013098,           0.0041491,           0.0030021,           0.0062776,           0.0062776,           0.0062776
                 190,            0.027569,           0.0088185,            0.004875,             0.97452,                   1,               0.995,             0.71273,            0.018081,           0.0044809,           0.0029882,           0.0062578,           0.0062578,           0.0062578
                 191,            0.031885,           0.0079145,           0.0039584,             0.97341,                   1,               0.995,             0.74123,            0.015935,           0.0041499,            0.002982,            0.006238,            0.006238,            0.006238
                 192,            0.030832,           0.0075867,           0.0039597,             0.97341,                   1,               0.995,             0.74123,            0.015935,           0.0041499,            0.002982,           0.0062182,           0.0062182,           0.0062182
                 193,             0.02782,           0.0092033,           0.0055312,             0.97156,                   1,             0.99409,              0.7337,            0.014348,           0.0040768,           0.0029858,           0.0061984,           0.0061984,           0.0061984
                 194,            0.027253,            0.010111,           0.0062443,             0.97163,                   1,             0.99409,             0.74912,            0.013919,           0.0041072,           0.0030681,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028021,            0.010252,           0.0038345,              0.9429,                   1,             0.99409,             0.74886,            0.016265,            0.004182,            0.002961,           0.0061588,           0.0061588,           0.0061588
                 196,            0.027524,           0.0083691,           0.0037322,              0.9429,                   1,             0.99409,             0.74886,            0.016265,            0.004182,            0.002961,            0.006139,            0.006139,            0.006139
                 197,            0.025509,           0.0094532,           0.0058731,             0.95115,                   1,             0.98977,             0.80314,            0.012579,           0.0040252,            0.002994,           0.0061192,           0.0061192,           0.0061192
                 198,            0.026408,           0.0085619,            0.005719,             0.87045,                   1,             0.98755,             0.66077,            0.018844,             0.00433,           0.0029903,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028541,           0.0090469,           0.0035261,              0.9165,                   1,             0.98545,             0.77027,            0.015974,           0.0041425,           0.0029646,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029945,           0.0090357,           0.0044311,              0.9165,                   1,             0.98545,             0.77027,            0.015974,           0.0041425,           0.0029646,           0.0060598,           0.0060598,           0.0060598
                 201,            0.026105,           0.0089066,            0.004325,             0.97194,                   1,             0.98432,             0.86764,             0.01364,           0.0040387,           0.0029913,             0.00604,             0.00604,             0.00604
                 202,            0.027417,           0.0086876,           0.0059432,             0.96799,                   1,             0.98432,             0.65465,            0.016755,           0.0041506,           0.0029458,           0.0060202,           0.0060202,           0.0060202
                 203,            0.031155,           0.0071323,           0.0048305,             0.97377,                   1,             0.98977,             0.76791,            0.014714,           0.0040279,           0.0029436,           0.0060004,           0.0060004,           0.0060004
                 204,            0.028295,           0.0091652,           0.0033803,             0.97377,                   1,             0.98977,             0.76791,            0.014714,           0.0040279,           0.0029436,           0.0059806,           0.0059806,           0.0059806
                 205,             0.02515,           0.0091349,           0.0035837,             0.97348,                   1,             0.98977,             0.81926,            0.012397,           0.0039556,           0.0028833,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024783,           0.0084628,           0.0039743,             0.96664,             0.98031,             0.98864,             0.78836,            0.014643,           0.0041454,           0.0027411,            0.005941,            0.005941,            0.005941
                 207,            0.028593,            0.010329,           0.0048409,              0.9723,                   1,                0.98,              0.7302,            0.014746,           0.0041515,           0.0027208,           0.0059212,           0.0059212,           0.0059212
                 208,            0.029615,           0.0097174,           0.0038859,              0.9723,                   1,                0.98,              0.7302,            0.014746,           0.0041515,           0.0027208,           0.0059014,           0.0059014,           0.0059014
                 209,             0.02341,           0.0076101,            0.003822,             0.97218,                   1,                0.98,             0.87584,            0.010096,           0.0038744,           0.0026691,           0.0058816,           0.0058816,           0.0058816
                 210,            0.020853,           0.0078475,           0.0039306,             0.97279,                   1,             0.98432,             0.77795,             0.01351,           0.0040049,           0.0025853,           0.0058618,           0.0058618,           0.0058618
                 211,            0.026513,           0.0087514,           0.0033567,             0.97342,                   1,             0.99068,               0.827,            0.012231,           0.0039919,           0.0025956,            0.005842,            0.005842,            0.005842
                 212,            0.030831,           0.0096752,           0.0042096,             0.97342,                   1,             0.99068,               0.827,            0.012231,           0.0039919,           0.0025956,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027112,            0.007756,           0.0036637,             0.97363,                   1,             0.99068,             0.85184,            0.010191,           0.0038293,           0.0025629,           0.0058024,           0.0058024,           0.0058024
                 214,            0.027184,           0.0087196,           0.0046483,             0.97286,                   1,             0.98977,             0.80247,            0.013098,           0.0039232,           0.0025061,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026683,           0.0077356,           0.0031721,              0.9143,                   1,             0.98511,             0.77753,            0.015474,           0.0041247,           0.0025698,           0.0057628,           0.0057628,           0.0057628
                 216,            0.032217,           0.0074767,            0.008106,              0.9143,                   1,             0.98511,             0.77753,            0.015474,           0.0041247,           0.0025698,            0.005743,            0.005743,            0.005743
                 217,            0.027328,           0.0073501,           0.0040673,              0.9732,                   1,             0.98864,             0.82722,            0.011572,           0.0039014,           0.0025716,           0.0057232,           0.0057232,           0.0057232
                 218,            0.025245,            0.008588,           0.0037813,             0.90378,                   1,             0.99068,             0.82365,            0.016974,           0.0040934,           0.0025503,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026896,           0.0077981,           0.0033251,             0.97398,                   1,             0.99182,             0.79596,            0.012619,           0.0039506,             0.00258,           0.0056836,           0.0056836,           0.0056836
                 220,            0.027106,           0.0079741,           0.0038417,             0.97398,                   1,             0.99182,             0.79596,            0.012619,           0.0039506,             0.00258,           0.0056638,           0.0056638,           0.0056638
                 221,            0.025832,           0.0071083,           0.0037913,             0.97363,                   1,             0.99068,             0.88343,           0.0095428,            0.003771,           0.0026014,            0.005644,            0.005644,            0.005644
                 222,            0.021282,            0.007402,            0.003801,              0.9663,                   1,             0.98864,             0.82177,            0.014149,           0.0039907,           0.0025372,           0.0056242,           0.0056242,           0.0056242
                 223,            0.020873,           0.0075254,           0.0034758,             0.97288,                   1,             0.98636,             0.70829,            0.014498,           0.0041977,           0.0025579,           0.0056044,           0.0056044,           0.0056044
                 224,            0.029371,           0.0089066,           0.0032553,             0.97288,                   1,             0.98636,             0.70829,            0.014498,           0.0041977,           0.0025579,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024993,           0.0094521,           0.0048149,             0.97048,                   1,              0.9875,             0.80175,            0.012039,           0.0041461,           0.0026016,           0.0055648,           0.0055648,           0.0055648
                 226,            0.024194,           0.0073822,           0.0036643,             0.97319,                   1,             0.99409,             0.63419,            0.014645,           0.0043475,           0.0026089,            0.005545,            0.005545,            0.005545
                 227,            0.027513,           0.0084511,           0.0038933,             0.97351,                   1,             0.99409,             0.75842,            0.013933,            0.004222,            0.002655,           0.0055252,           0.0055252,           0.0055252
                 228,            0.032606,           0.0088112,           0.0033458,             0.97351,                   1,             0.99409,             0.75842,            0.013933,            0.004222,            0.002655,           0.0055054,           0.0055054,           0.0055054
                 229,            0.028283,           0.0082127,           0.0048691,              0.9745,                   1,               0.995,              0.8406,            0.012546,            0.003995,           0.0027035,           0.0054856,           0.0054856,           0.0054856
                 230,            0.029259,           0.0094157,           0.0035139,             0.97322,                   1,               0.995,             0.67774,             0.01696,           0.0043351,           0.0027638,           0.0054658,           0.0054658,           0.0054658
                 231,            0.033757,           0.0088639,           0.0042748,             0.97226,                   1,             0.99409,             0.81715,            0.012225,           0.0040552,           0.0028045,            0.005446,            0.005446,            0.005446
                 232,            0.022066,           0.0079206,           0.0070529,             0.97226,                   1,             0.99409,             0.81715,            0.012225,           0.0040552,           0.0028045,           0.0054262,           0.0054262,           0.0054262
                 233,            0.023595,           0.0083501,           0.0049424,             0.97179,                   1,             0.99409,             0.83125,           0.0096203,            0.003949,           0.0028176,           0.0054064,           0.0054064,           0.0054064
                 234,            0.021751,           0.0065369,           0.0033015,             0.97151,                   1,             0.99409,             0.81563,            0.012322,           0.0039948,           0.0027695,           0.0053866,           0.0053866,           0.0053866
                 235,            0.024709,           0.0084274,           0.0036493,             0.97315,                   1,               0.995,              0.6703,            0.016155,           0.0041799,           0.0027097,           0.0053668,           0.0053668,           0.0053668
                 236,            0.033647,           0.0071812,           0.0032194,             0.97315,                   1,               0.995,              0.6703,            0.016155,           0.0041799,           0.0027097,            0.005347,            0.005347,            0.005347
                 237,            0.027037,           0.0099789,           0.0035641,             0.97345,                   1,               0.995,             0.68479,            0.016036,           0.0041627,           0.0027032,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026013,           0.0075107,           0.0034727,             0.97189,                   1,             0.99409,             0.78271,             0.01493,           0.0041064,           0.0026889,           0.0053074,           0.0053074,           0.0053074
                 239,            0.027722,           0.0072347,           0.0030463,             0.97156,                   1,             0.99409,             0.81039,             0.01267,           0.0038051,           0.0026429,           0.0052876,           0.0052876,           0.0052876
                 240,            0.021668,           0.0083771,           0.0032818,             0.97156,                   1,             0.99409,             0.81039,             0.01267,           0.0038051,           0.0026429,           0.0052678,           0.0052678,           0.0052678
                 241,            0.023649,           0.0070301,           0.0033249,              0.9716,                   1,             0.99409,             0.85558,            0.011479,           0.0037162,           0.0026168,            0.005248,            0.005248,            0.005248
                 242,            0.022814,           0.0058016,           0.0039111,             0.97187,                   1,             0.99409,             0.78412,            0.013108,           0.0038543,           0.0025477,           0.0052282,           0.0052282,           0.0052282
                 243,            0.023182,           0.0078115,           0.0031079,             0.97271,                   1,             0.99409,             0.73005,            0.017583,           0.0041437,           0.0025341,           0.0052084,           0.0052084,           0.0052084
                 244,            0.033002,           0.0085258,           0.0045391,             0.97271,                   1,             0.99409,             0.73005,            0.017583,           0.0041437,           0.0025341,           0.0051886,           0.0051886,           0.0051886
                 245,            0.025729,           0.0081715,           0.0029811,              0.9729,                   1,             0.99409,              0.8228,            0.014848,           0.0039822,           0.0025379,           0.0051688,           0.0051688,           0.0051688
                 246,            0.023875,           0.0075933,           0.0028925,             0.97284,                   1,             0.99409,             0.73883,            0.014726,            0.004027,           0.0025031,            0.005149,            0.005149,            0.005149
                 247,            0.025827,           0.0085342,           0.0045238,             0.96953,                   1,             0.99409,             0.82876,            0.010725,           0.0038153,           0.0025763,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023007,           0.0080841,           0.0031345,             0.96953,                   1,             0.99409,             0.82876,            0.010725,           0.0038153,           0.0025763,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02457,           0.0090822,           0.0037185,             0.97387,                   1,               0.995,             0.84421,            0.010799,           0.0038633,           0.0026009,           0.0050896,           0.0050896,           0.0050896
                 250,            0.020143,           0.0078287,           0.0031817,             0.97436,                   1,               0.995,             0.83864,            0.011303,           0.0038357,           0.0025767,           0.0050698,           0.0050698,           0.0050698
                 251,            0.021097,           0.0075084,           0.0032993,             0.97417,                   1,               0.995,             0.68399,            0.018815,           0.0045212,           0.0025585,             0.00505,             0.00505,             0.00505
                 252,            0.030231,            0.008493,           0.0035631,             0.97417,                   1,               0.995,             0.68399,            0.018815,           0.0045212,           0.0025585,           0.0050302,           0.0050302,           0.0050302
                 253,             0.02635,           0.0079604,           0.0030549,             0.96775,                   1,             0.99409,             0.80244,            0.013937,           0.0041386,            0.002551,           0.0050104,           0.0050104,           0.0050104
                 254,            0.026215,           0.0085282,           0.0030394,             0.97458,                   1,               0.995,             0.63666,            0.019606,           0.0041794,            0.002514,           0.0049906,           0.0049906,           0.0049906
                 255,            0.030941,           0.0081184,           0.0030584,             0.97259,                   1,             0.99409,             0.77576,            0.013073,           0.0039205,            0.002561,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024111,           0.0079296,           0.0041587,             0.97259,                   1,             0.99409,             0.77576,            0.013073,           0.0039205,            0.002561,            0.004951,            0.004951,            0.004951
                 257,            0.017789,           0.0080526,            0.002811,             0.97386,                   1,               0.995,             0.82641,            0.013082,           0.0040101,           0.0025785,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020674,           0.0088013,           0.0037407,             0.97241,                   1,             0.99409,             0.83447,            0.010814,           0.0038205,           0.0025623,           0.0049114,           0.0049114,           0.0049114
                 259,            0.021819,           0.0075976,           0.0032128,             0.97472,                   1,               0.995,             0.73863,            0.014734,           0.0039777,           0.0024749,           0.0048916,           0.0048916,           0.0048916
                 260,             0.02292,           0.0099729,           0.0032889,             0.97472,                   1,               0.995,             0.73863,            0.014734,           0.0039777,           0.0024749,           0.0048718,           0.0048718,           0.0048718
                 261,            0.021247,           0.0074308,           0.0040521,             0.97476,                   1,               0.995,             0.76358,            0.015183,           0.0039635,           0.0024602,            0.004852,            0.004852,            0.004852
                 262,             0.02458,           0.0080129,           0.0029121,             0.97477,                   1,               0.995,             0.75543,             0.01477,            0.004025,           0.0024795,           0.0048322,           0.0048322,           0.0048322
                 263,            0.031134,           0.0084101,           0.0029252,             0.97412,                   1,               0.995,             0.82237,            0.011056,           0.0038001,           0.0024906,           0.0048124,           0.0048124,           0.0048124
                 264,            0.022559,           0.0083166,           0.0042096,             0.97412,                   1,               0.995,             0.82237,            0.011056,           0.0038001,           0.0024906,           0.0047926,           0.0047926,           0.0047926
                 265,            0.020106,           0.0094407,           0.0031581,             0.97384,                   1,               0.995,              0.8213,            0.012064,           0.0038958,            0.002503,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021441,           0.0073382,           0.0030399,             0.97395,                   1,               0.995,             0.78075,            0.011981,           0.0038424,           0.0024738,            0.004753,            0.004753,            0.004753
                 267,            0.023032,           0.0072108,            0.003228,              0.9739,                   1,               0.995,             0.80588,            0.013578,            0.003944,           0.0024223,           0.0047332,           0.0047332,           0.0047332
                 268,            0.025127,           0.0083528,           0.0037516,              0.9739,                   1,               0.995,             0.80588,            0.013578,            0.003944,           0.0024223,           0.0047134,           0.0047134,           0.0047134
                 269,            0.025088,           0.0077634,           0.0034773,             0.97374,                   1,             0.99409,             0.79698,            0.010845,           0.0038999,           0.0023754,           0.0046936,           0.0046936,           0.0046936
                 270,            0.022795,           0.0071819,           0.0033501,             0.96798,                   1,             0.99295,             0.83125,             0.01247,           0.0041559,           0.0023686,           0.0046738,           0.0046738,           0.0046738
                 271,            0.023429,           0.0090551,           0.0028223,              0.9727,                   1,             0.99295,             0.69555,            0.015044,           0.0042122,           0.0023115,            0.004654,            0.004654,            0.004654
                 272,            0.026743,           0.0087649,           0.0029437,              0.9727,                   1,             0.99295,             0.69555,            0.015044,           0.0042122,           0.0023115,           0.0046342,           0.0046342,           0.0046342
                 273,            0.022941,            0.010425,            0.004826,             0.97188,                   1,             0.99295,             0.75403,            0.012251,           0.0040807,            0.002316,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025375,           0.0064861,           0.0035538,             0.97281,                   1,             0.99295,             0.71921,            0.015484,           0.0043396,           0.0023329,           0.0045946,           0.0045946,           0.0045946
                 275,            0.028108,           0.0087035,           0.0041759,              0.9728,                   1,             0.99295,             0.84999,            0.010282,           0.0039746,           0.0022905,           0.0045748,           0.0045748,           0.0045748
                 276,            0.021785,           0.0066013,            0.005483,              0.9728,                   1,             0.99295,             0.84999,            0.010282,           0.0039746,           0.0022905,            0.004555,            0.004555,            0.004555
                 277,             0.01821,           0.0067635,           0.0028629,             0.97261,                   1,             0.99295,             0.83914,           0.0091989,           0.0038846,           0.0022697,           0.0045352,           0.0045352,           0.0045352
                 278,             0.02026,           0.0083397,           0.0029222,             0.97269,                   1,             0.99295,             0.79688,            0.010714,           0.0039909,           0.0022517,           0.0045154,           0.0045154,           0.0045154
                 279,            0.022138,           0.0081314,           0.0030843,             0.97235,                   1,               0.995,             0.76642,            0.011682,           0.0039292,           0.0022113,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023789,           0.0073784,            0.002741,             0.97235,                   1,               0.995,             0.76642,            0.011682,           0.0039292,           0.0022113,           0.0044758,           0.0044758,           0.0044758
                 281,            0.021734,           0.0085373,           0.0034742,             0.97253,                   1,               0.995,             0.79191,            0.011309,           0.0039536,           0.0022151,            0.004456,            0.004456,            0.004456
                 282,            0.020282,            0.008419,           0.0028956,             0.97294,                   1,             0.99409,             0.79131,            0.011805,           0.0039533,           0.0022055,           0.0044362,           0.0044362,           0.0044362
                 283,            0.022687,           0.0078289,            0.003019,             0.97326,                   1,               0.995,             0.84708,            0.012452,           0.0040452,           0.0022035,           0.0044164,           0.0044164,           0.0044164
                 284,             0.02147,           0.0067746,           0.0029911,             0.97326,                   1,               0.995,             0.84708,            0.012452,           0.0040452,           0.0022035,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019631,           0.0074429,           0.0025997,             0.97336,                   1,               0.995,              0.8845,            0.009111,           0.0038489,           0.0021891,           0.0043768,           0.0043768,           0.0043768
                 286,             0.01971,           0.0084901,           0.0025998,             0.97362,                   1,               0.995,               0.689,            0.015096,            0.004134,           0.0021591,            0.004357,            0.004357,            0.004357
                 287,            0.025236,           0.0076637,           0.0031723,             0.97423,                   1,               0.995,             0.84396,           0.0097744,           0.0038554,           0.0021711,           0.0043372,           0.0043372,           0.0043372
                 288,            0.020381,           0.0064869,            0.002445,             0.97423,                   1,               0.995,             0.84396,           0.0097744,           0.0038554,           0.0021711,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016706,           0.0060846,           0.0043101,             0.97396,                   1,               0.995,             0.83163,           0.0086117,           0.0038099,           0.0021697,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019109,           0.0080178,           0.0026132,             0.97339,                   1,               0.995,             0.68533,            0.014117,           0.0041783,           0.0021754,           0.0042778,           0.0042778,           0.0042778
                 291,            0.026579,           0.0085915,           0.0024697,             0.97388,                   1,               0.995,             0.87605,           0.0090153,           0.0038102,            0.002149,            0.004258,            0.004258,            0.004258
                 292,            0.022648,           0.0077475,           0.0030163,             0.97388,                   1,               0.995,             0.87605,           0.0090153,           0.0038102,            0.002149,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016353,           0.0080433,           0.0025537,             0.97388,                   1,               0.995,             0.85446,           0.0088252,           0.0038563,           0.0021497,           0.0042184,           0.0042184,           0.0042184
                 294,            0.021301,           0.0071143,           0.0029722,             0.97411,                   1,               0.995,             0.74657,            0.013111,           0.0039665,           0.0021593,           0.0041986,           0.0041986,           0.0041986
                 295,            0.024829,           0.0080016,           0.0027362,             0.97291,                   1,             0.99409,             0.79512,            0.010067,           0.0037356,           0.0021567,           0.0041788,           0.0041788,           0.0041788
                 296,             0.02185,           0.0093668,           0.0029066,             0.97291,                   1,             0.99409,             0.79512,            0.010067,           0.0037356,           0.0021567,            0.004159,            0.004159,            0.004159
                 297,             0.02024,           0.0077022,           0.0027608,             0.97308,                   1,             0.99409,             0.79721,           0.0097911,           0.0036578,           0.0021384,           0.0041392,           0.0041392,           0.0041392
                 298,            0.017644,           0.0068754,           0.0023731,             0.97289,                   1,             0.99409,             0.83515,           0.0098396,           0.0037587,           0.0021376,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018677,           0.0067173,           0.0028479,             0.97326,                   1,             0.99409,             0.82893,            0.011449,           0.0037925,           0.0020888,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022686,           0.0087301,           0.0028626,             0.97326,                   1,             0.99409,             0.82893,            0.011449,           0.0037925,           0.0020888,           0.0040798,           0.0040798,           0.0040798
                 301,            0.020179,           0.0073759,           0.0028225,             0.97326,                   1,             0.99409,             0.85635,            0.010814,           0.0036864,            0.002084,             0.00406,             0.00406,             0.00406
                 302,            0.023438,           0.0065317,           0.0026057,             0.97278,                   1,             0.99409,             0.84749,            0.010622,           0.0037628,           0.0021036,           0.0040402,           0.0040402,           0.0040402
                 303,            0.025689,           0.0073474,           0.0025312,             0.97269,                   1,             0.99409,             0.88843,           0.0091314,           0.0036038,             0.00211,           0.0040204,           0.0040204,           0.0040204
                 304,            0.020278,           0.0065999,           0.0023835,             0.97269,                   1,             0.99409,             0.88843,           0.0091314,           0.0036038,             0.00211,           0.0040006,           0.0040006,           0.0040006
                 305,            0.020798,           0.0073169,           0.0059345,             0.97274,                   1,             0.99409,             0.90612,           0.0076553,           0.0035323,           0.0021012,           0.0039808,           0.0039808,           0.0039808
                 306,            0.019394,           0.0076805,           0.0025473,             0.97269,                   1,             0.99409,             0.82564,            0.011689,           0.0037035,           0.0021002,            0.003961,            0.003961,            0.003961
                 307,            0.022533,           0.0084951,           0.0031392,             0.97265,                   1,             0.99409,             0.84085,           0.0098923,           0.0036196,            0.002129,           0.0039412,           0.0039412,           0.0039412
                 308,            0.022196,           0.0076433,           0.0029415,             0.97265,                   1,             0.99409,             0.84085,           0.0098923,           0.0036196,            0.002129,           0.0039214,           0.0039214,           0.0039214
                 309,            0.022234,           0.0069066,           0.0024701,             0.97266,                   1,             0.99409,             0.86608,           0.0079604,           0.0034839,           0.0021198,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016354,           0.0058916,            0.002413,             0.97283,                   1,             0.99409,             0.78541,           0.0092414,           0.0036019,           0.0021238,           0.0038818,           0.0038818,           0.0038818
                 311,            0.020191,           0.0074217,           0.0025287,             0.97315,                   1,             0.99409,             0.84004,            0.014292,           0.0039206,           0.0021179,            0.003862,            0.003862,            0.003862
                 312,            0.022091,           0.0070193,           0.0024495,             0.97315,                   1,             0.99409,             0.84004,            0.014292,           0.0039206,           0.0021179,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01959,           0.0082161,           0.0036872,             0.97325,                   1,             0.99409,             0.81636,            0.011747,           0.0038281,           0.0021297,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021461,           0.0071414,           0.0026871,             0.97303,                   1,             0.99182,             0.81054,           0.0097212,           0.0036717,           0.0021497,           0.0038026,           0.0038026,           0.0038026
                 315,             0.02283,           0.0083752,           0.0027424,             0.97327,                   1,             0.99182,             0.83365,           0.0092363,           0.0035328,           0.0021273,           0.0037828,           0.0037828,           0.0037828
                 316,            0.020138,           0.0074723,           0.0025839,             0.97327,                   1,             0.99182,             0.83365,           0.0092363,           0.0035328,           0.0021273,            0.003763,            0.003763,            0.003763
                 317,            0.018916,           0.0077862,           0.0026293,             0.97309,                   1,             0.98977,             0.89251,           0.0077601,           0.0034454,           0.0021392,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018097,           0.0073338,           0.0027017,             0.97322,                   1,             0.99068,             0.81603,           0.0098237,           0.0035498,           0.0021166,           0.0037234,           0.0037234,           0.0037234
                 319,             0.01925,           0.0079202,           0.0026669,             0.97312,                   1,             0.98977,             0.89538,            0.010569,           0.0036468,           0.0021172,           0.0037036,           0.0037036,           0.0037036
                 320,            0.023555,           0.0084869,           0.0028954,             0.97312,                   1,             0.98977,             0.89538,            0.010569,           0.0036468,           0.0021172,           0.0036838,           0.0036838,           0.0036838
